,quantile,rpc_0_client,rpc_0_server,rpc_1_client,rpc_1_server,rpc_2_client,rpc_2_server,rpc_3_client,rpc_3_server,rpc_4_client,rpc_4_server,rpc_5_client,rpc_5_server,rpc_6_client,rpc_6_server,rpc_7_client,rpc_7_server,rpc_8_client,rpc_8_server,rpc_9_client,rpc_9_server,rpc_1_net_req,rpc_1_net_resp,rpc_2_net_req,rpc_2_net_resp,rpc_3_net_req,rpc_3_net_resp,rpc_4_net_req,rpc_4_net_resp,rpc_5_net_req,rpc_5_net_resp,rpc_6_net_req,rpc_6_net_resp,rpc_7_net_req,rpc_7_net_resp,rpc_8_net_req,rpc_8_net_resp,rpc_9_net_req,rpc_9_net_resp,service_0_interfere,service_0_num_cores,service_0_cpu_util,service_0_core_util,service_0_mem_util,service_0_netio_rd,service_0_netio_wr,service_0_blkio_rd,service_0_blkio_wr,service_0_ping,service_0_pkt_loss,service_1_interfere,service_1_num_cores,service_1_cpu_util,service_1_core_util,service_1_mem_util,service_1_netio_rd,service_1_netio_wr,service_1_blkio_rd,service_1_blkio_wr,service_1_ping,service_1_pkt_loss,service_2_interfere,service_2_num_cores,service_2_cpu_util,service_2_core_util,service_2_mem_util,service_2_netio_rd,service_2_netio_wr,service_2_blkio_rd,service_2_blkio_wr,service_2_ping,service_2_pkt_loss,service_3_interfere,service_3_num_cores,service_3_cpu_util,service_3_core_util,service_3_mem_util,service_3_netio_rd,service_3_netio_wr,service_3_blkio_rd,service_3_blkio_wr,service_3_ping,service_3_pkt_loss,service_4_interfere,service_4_num_cores,service_4_cpu_util,service_4_core_util,service_4_mem_util,service_4_netio_rd,service_4_netio_wr,service_4_blkio_rd,service_4_blkio_wr,service_4_ping,service_4_pkt_loss,service_5_interfere,service_5_num_cores,service_5_cpu_util,service_5_core_util,service_5_mem_util,service_5_netio_rd,service_5_netio_wr,service_5_blkio_rd,service_5_blkio_wr,service_5_ping,service_5_pkt_loss,service_6_interfere,service_6_num_cores,service_6_cpu_util,service_6_core_util,service_6_mem_util,service_6_netio_rd,service_6_netio_wr,service_6_blkio_rd,service_6_blkio_wr,service_6_ping,service_6_pkt_loss,service_7_interfere,service_7_num_cores,service_7_cpu_util,service_7_core_util,service_7_mem_util,service_7_netio_rd,service_7_netio_wr,service_7_blkio_rd,service_7_blkio_wr,service_7_ping,service_7_pkt_loss,service_8_interfere,service_8_num_cores,service_8_cpu_util,service_8_core_util,service_8_mem_util,service_8_netio_rd,service_8_netio_wr,service_8_blkio_rd,service_8_blkio_wr,service_8_ping,service_8_pkt_loss,service_9_interfere,service_9_num_cores,service_9_cpu_util,service_9_core_util,service_9_mem_util,service_9_netio_rd,service_9_netio_wr,service_9_blkio_rd,service_9_blkio_wr,service_9_ping,service_9_pkt_loss,qps
1,'[0.95, 0.99]','[217948.1, 226872.76]','[217538.49999999997, 225931.82]','[216685.2, 225096.4]','[216232.3, 224943.97999999998]','[215347.2, 223371.16]','[215022.59999999998, 223020.40000000002]','[214106.1, 222169.38]','[213905.40000000002, 221940.68]','[213022.8, 221098.12]','[13816.599999999999, 219090.66]','[12448.399999999998, 218221.4]','[9724.199999999997, 14625.339999999998]','[8545.399999999998, 13728.52]','[7911.3, 12303.739999999998]','[7024.8, 11458.139999999998]','[6379.0999999999985, 10135.999999999998]','[5148.999999999999, 8958.66]','[4263.2, 7893.319999999999]','[3091.2, 6540.72]','[848.3, 1368.7199999999998]','[272.04999999999995, 300.0]','[206.0, 264.17999999999984]','[274.04999999999995, 314.01]','[204.04999999999995, 293.03]','[290.0999999999999, 319.01]','[216.19999999999982, 280.02]','[280.0999999999999, 314.03999999999996]','[259.04999999999995, 247280.77]','[303.04999999999995, 207025.25]','[215.04999999999995, 288.03]','[289.0, 320.02]','[210.04999999999995, 312.05999999999995]','[279.04999999999995, 314.03]','[225.04999999999995, 280.03999999999996]','[271.04999999999995, 306.0899999999999]','[195.0, 324.2999999999997]','[288.04999999999995, 321.02]','[223.04999999999995, 287.06999999999994]',0.0,1.0,58.00250000000001,53.21,0.016666666666666666,315.07692307692315,393.8461538461538,0.0,0.0,0.044000000000000004,0.0,0.0,1.0,58.51750000000001,51.54749999999999,0.01583333333333333,315.07692307692315,354.46153846153845,0.0,0.0,0.046,0.0,0.0,1.0,58.19583333333333,53.085,0.015,307.1999999999999,354.46153846153845,0.0,0.0,0.045,0.0,0.0,1.0,58.60833333333333,52.23833333333334,0.01583333333333333,295.38461538461536,378.0923076923075,0.0,0.0,0.045,0.0,3.0,1.0,58.60583333333334,52.49833333333333,0.01583333333333333,287.5076923076922,338.70769230769207,0.0,0.0,0.047,2.0,0.0,1.0,59.05333333333334,52.55000000000001,0.01583333333333333,275.6923076923077,334.76923076923083,0.0,0.0,0.047,0.0,0.0,1.0,58.89916666666668,52.18083333333334,0.014166666666666666,263.87692307692316,322.95384615384626,0.0,0.0,0.044000000000000004,0.0,0.0,1.0,59.44416666666667,53.2175,0.015,256.0,315.07692307692315,0.0,0.0,0.045,0.0,0.0,1.0,58.6225,52.78166666666666,0.014166666666666666,244.18461538461548,291.44615384615406,0.0,0.0,0.046,0.0,0.0,1.0,53.40749999999999,49.89583333333332,0.0,141.78461538461545,114.21538461538469,0.0,0.0,0.046,0.0,500
2,'[0.95, 0.99]','[17850.6, 23151.78]','[17002.099999999988, 22207.46]','[15876.199999999999, 20724.28000000001]','[15204.199999999999, 20146.56]','[14261.399999999998, 19152.08000000001]','[13629.89999999999, 18274.34000000001]','[12710.999999999989, 17431.02000000001]','[12158.999999999995, 16731.2]','[11203.799999999996, 15782.700000000003]','[10476.899999999994, 14703.94]','[9518.999999999995, 13834.820000000002]','[8790.199999999999, 12998.380000000006]','[7848.099999999999, 12070.62]','[7030.399999999998, 11010.240000000002]','[6079.399999999998, 9752.120000000003]','[5314.299999999998, 8507.160000000003]','[4381.499999999997, 7171.820000000005]','[3515.7999999999956, 6070.42]','[2513.199999999999, 4516.8200000000015]','[849.0, 1252.42]','[280.04999999999995, 307.03]','[190.0, 237.01]','[287.04999999999995, 311.02]','[197.0999999999999, 245.08999999999992]','[286.0, 321.05999999999995]','[211.04999999999995, 250.01]','[285.0, 319.0799999999999]','[216.04999999999995, 278.0]','[284.0, 324.03999999999996]','[204.0, 248.01999999999998]','[284.0, 332.01]','[204.0999999999999, 300.16999999999985]','[283.0, 307.02]','[216.04999999999995, 244.0]','[288.0, 333.03]','[218.0999999999999, 251.02999999999997]','[290.04999999999995, 322.02]','[222.04999999999995, 271.04999999999995]',0.0,1.0,56.06083333333334,52.11833333333334,0.014166666666666666,327.67999999999984,405.504,0.0,0.0,0.046,0.0,0.0,1.0,57.65333333333334,52.02833333333333,0.0125,331.77600000000007,393.21600000000007,0.0,0.0,0.046,0.0,0.0,1.0,56.695,51.52333333333333,0.011666666666666664,319.48800000000006,380.9279999999998,0.0,0.0,0.046,0.0,0.0,1.0,57.68000000000001,52.45916666666667,0.0125,307.2000000000002,372.7360000000001,0.0,0.0,0.046,0.0,0.0,1.0,57.285,51.3825,0.011666666666666664,299.0080000000001,356.35200000000015,0.0,0.0,0.046,0.0,0.0,1.0,57.53333333333333,51.75666666666666,0.011666666666666664,286.72,352.25600000000014,0.0,0.0,0.045,0.0,0.0,1.0,56.84666666666667,52.22916666666666,0.011666666666666664,278.528,339.968,0.0,0.0,0.047,0.0,0.0,1.0,56.978333333333346,51.61249999999999,0.009999999999999998,266.24,327.68,0.0,0.0,0.047,0.0,0.0,1.0,56.18583333333334,50.8525,0.009999999999999998,253.952,294.9120000000001,0.0,0.0,0.046,0.0,0.0,1.0,51.64916666666667,48.66416666666667,0.0,139.264,122.88,0.0,0.0,0.047,0.0,500
3,'[0.95, 0.99]','[220611.5, 230837.5]','[219786.0, 230249.5]','[218945.0, 229394.5]','[218455.5, 228844.0]','[217602.0, 227669.0]','[217202.5, 227138.5]','[216356.5, 226269.5]','[215942.5, 225805.5]','[215058.5, 224742.0]','[214043.0, 222643.5]','[213025.5, 221566.5]','[211912.5, 219480.5]','[210949.5, 218299.5]','[12357.0, 216035.0]','[11183.5, 215185.5]','[7825.0, 12637.5]','[6537.0, 11667.5]','[5653.5, 10179.5]','[4334.0, 8391.0]','[848.0, 1332.5]','[283.04999999999995, 314.02]','[198.0, 273.01]','[278.0999999999999, 307.02]','[194.0, 291.16999999999985]','[277.04999999999995, 308.01]','[198.0, 285.1299999999999]','[291.0, 330.03]','[207.0999999999999, 281.05999999999995]','[276.0, 299.03]','[179.0, 268.01]','[288.04999999999995, 333.0]','[233.04999999999995, 243575.53999999998]','[309.04999999999995, 206776.34]','[212.0, 276.0799999999999]','[272.0, 311.02]','[216.0999999999999, 289.04999999999995]','[270.04999999999995, 312.03999999999996]','[211.0, 301.02]',0.0,1.0,55.7775,52.5375,0.02,327.68,409.6,0.0,0.0,0.047,0.0,0.0,1.0,56.24,52.37583333333333,0.01833333333333333,327.68,409.6,0.0,0.0,0.046,0.0,0.0,1.0,55.90916666666667,51.81166666666667,0.01833333333333333,327.68,368.64,0.0,0.0,0.046,0.0,0.0,1.0,56.44333333333334,51.83416666666667,0.017499999999999998,327.68,368.64,0.0,0.0,0.044000000000000004,0.0,1.0,1.0,54.76749999999999,72.79166666666667,0.017499999999999998,286.72,368.64,0.0,0.0,0.046,0.0,0.0,1.0,56.24583333333334,51.31333333333333,0.017499999999999998,278.5279999999999,368.64,0.0,0.0,0.045,0.0,3.0,1.0,55.95666666666667,51.728333333333346,0.01833333333333333,266.24,327.68,0.0,0.0,0.048,1.0,0.0,1.0,56.49166666666667,51.17000000000001,0.017499999999999998,262.1439999999997,327.68,0.0,0.0,0.046,0.0,0.0,1.0,56.41166666666666,51.97,0.01583333333333333,253.95199999999957,327.68,0.0,0.0,0.046,0.0,0.0,1.0,50.65666666666666,49.62666666666666,0.0,159.74400000000026,118.78399999999992,0.0,0.0,0.046,0.0,500
4,'[0.95, 0.99]','[78224.8, 83151.6]','[77345.95, 82328.19]','[76296.95000000001, 80915.32000000002]','[75649.04999999999, 80054.08]','[74727.0, 79110.29000000001]','[73935.2, 78409.62]','[72995.0, 77439.29000000001]','[72343.74999999999, 76663.65000000001]','[71362.3, 75774.37000000001]','[70695.35, 74807.69]','[69678.25, 73635.97000000002]','[38967.95, 42646.31]','[37901.6, 41701.26]','[7331.95, 11250.670000000002]','[6414.5999999999985, 10163.800000000003]','[5535.499999999998, 9007.77]','[4496.799999999999, 7888.12000000001]','[3747.95, 6921.260000000002]','[2685.5999999999985, 5376.2900000000045]','[849.0, 1349.1800000000003]','[278.04999999999995, 310.01]','[182.04999999999995, 249.03999999999996]','[288.04999999999995, 327.0899999999999]','[219.04999999999995, 286.03999999999996]','[288.0, 319.02]','[215.0, 287.1399999999999]','[283.04999999999995, 319.02]','[205.0, 289.1399999999999]','[288.0, 329.0]','[30231.0, 30302.14]','[30286.05, 30317.03]','[230.04999999999995, 280.2299999999998]','[299.0, 329.01]','[210.0, 289.0799999999999]','[292.04999999999995, 312.03999999999996]','[220.0, 296.0]','[288.0, 325.03]','[193.14999999999986, 269.02]',0.0,1.0,57.47166666666667,51.88,0.016666666666666666,366.9333333333331,413.8666666666668,0.0,0.0,0.045,0.0,0.0,1.0,59.09,53.21,0.016666666666666666,366.9333333333331,426.66666666666674,0.0,0.0,0.046,0.0,0.0,1.0,58.47916666666666,53.37833333333333,0.017499999999999998,362.66666666666674,439.46666666666647,0.0,0.0,0.045,0.0,0.0,1.0,58.8475,52.45583333333335,0.016666666666666666,349.8666666666668,413.8666666666668,0.0,0.0,0.045,0.0,0.0,1.0,58.57333333333335,52.79833333333333,0.017499999999999998,307.2000000000001,405.33333333333326,0.0,0.0,0.045,0.0,2.0,1.0,56.37583333333333,51.89666666666667,0.016666666666666666,294.39999999999964,358.39999999999964,0.0,0.0,29.04,0.0,0.0,1.0,57.83916666666668,51.94583333333333,0.01583333333333333,281.60000000000036,345.60000000000036,0.0,0.0,0.045,0.0,0.0,1.0,58.11083333333334,52.70749999999999,0.014166666666666666,273.0666666666663,332.7999999999999,0.0,0.0,0.045,0.0,0.0,1.0,57.30166666666667,50.73583333333334,0.013333333333333334,260.26666666666665,307.2000000000001,0.0,0.0,0.046,0.0,0.0,1.0,52.24916666666667,48.54500000000001,0.0,149.33333333333334,123.73333333333328,0.0,0.0,0.045,0.0,500
5,'[0.95, 0.99]','[39267.04999999998, 60297.66999999998]','[38488.49999999997, 59183.99999999992]','[37432.45, 56968.81999999998]','[31929.949999999997, 51073.729999999974]','[28717.649999999965, 46395.069999999934]','[16908.449999999997, 22277.919999999984]','[15945.449999999999, 21130.779999999995]','[15210.099999999988, 20313.37999999999]','[14200.049999999997, 19278.059999999998]','[13565.599999999999, 18466.0]','[12593.799999999996, 17440.499999999985]','[11906.0, 16500.60999999998]','[10994.3, 15551.569999999994]','[10102.399999999987, 14914.21]','[9154.449999999999, 14048.479999999996]','[8459.3, 13157.459999999977]','[7403.299999999999, 11860.379999999986]','[6299.449999999999, 10437.419999999998]','[5090.5999999999985, 8724.259999999987]','[846.0, 1518.0699999999824]','[275.04999999999995, 305.03]','[206.0, 264.05999999999995]','[280.0, 318.02]','[208.0, 276.37999999999965]','[271.0999999999999, 303.0999999999999]','[215.0999999999999, 324.05999999999995]','[288.04999999999995, 323.01]','[215.0999999999999, 322.0899999999999]','[283.0, 327.05999999999995]','[210.0, 252.01999999999998]','[286.04999999999995, 317.01]','[237.0999999999999, 328.0799999999999]','[278.0, 312.01]','[208.0, 280.02]','[286.0, 320.01]','[221.0, 298.02]','[271.0, 303.01]','[203.0, 332.06999999999994]',0.0,1.0,58.13076923076922,51.47153846153846,0.01615384615384615,310.85714285714283,402.28571428571433,0.0,0.0,0.046,0.0,1.0,1.0,57.79923076923075,72.1376923076923,0.016923076923076926,310.85714285714283,365.71428571428567,0.0,0.0,0.045,0.0,0.0,1.0,58.792307692307695,51.83076923076922,0.01615384615384615,303.54285714285703,351.08571428571406,0.0,0.0,0.046,0.0,0.0,1.0,58.83615384615385,51.23384615384615,0.01615384615384615,292.57142857142856,347.42857142857144,0.0,0.0,0.046,0.0,0.0,1.0,58.75076923076922,51.43461538461539,0.015384615384615384,285.25714285714275,343.7714285714288,0.0,0.0,0.046,0.0,0.0,1.0,59.138461538461534,51.448461538461544,0.01615384615384615,274.2857142857143,329.14285714285717,0.0,0.0,0.046,0.0,0.0,1.0,58.46615384615386,52.38384615384616,0.015384615384615384,263.3142857142853,321.8285714285713,0.0,0.0,0.046,0.0,0.0,1.0,59.051538461538456,51.478461538461545,0.01615384615384615,252.34285714285733,314.514285714286,0.0,0.0,0.046,0.0,0.0,1.0,57.893076923076926,50.917692307692306,0.013846153846153843,245.02857142857155,281.5999999999996,0.0,0.0,0.044000000000000004,0.0,0.0,1.0,52.868461538461546,47.39846153846154,0.0,138.97142857142873,109.71428571428572,0.0,0.0,0.046,0.0,500
6,'[0.95, 0.99]','[35196.149999999994, 58253.67999999999]','[34609.499999999985, 57722.149999999994]','[33684.249999999985, 56699.41999999999]','[33162.2, 56521.80999999999]','[32310.85, 55680.33999999999]','[31812.449999999993, 55094.20999999999]','[30806.549999999992, 54247.259999999995]','[30323.649999999983, 53713.46]','[29395.599999999995, 52800.25]','[28635.899999999987, 51898.949999999975]','[27512.849999999988, 51058.25999999997]','[27043.699999999997, 50542.91999999998]','[26181.749999999993, 49701.549999999974]','[25824.749999999996, 49293.17999999996]','[24940.6, 48450.91999999996]','[24672.399999999994, 48100.789999999964]','[23687.249999999975, 47264.04999999996]','[23329.199999999983, 46392.49999999999]','[22302.799999999996, 45391.399999999994]','[850.0, 15177.329999999998]','[290.04999999999995, 318.0]','[206.04999999999995, 273.05999999999995]','[274.04999999999995, 299.05999999999995]','[182.04999999999995, 233.01]','[277.0, 307.0]','[199.04999999999995, 265.02]','[287.0, 314.02]','[210.04999999999995, 251.05999999999995]','[280.04999999999995, 322.03999999999996]','[198.04999999999995, 254.04999999999995]','[282.04999999999995, 306.03]','[208.04999999999995, 307.03]','[281.0, 324.03]','[216.04999999999995, 265.04999999999995]','[271.0, 298.02]','[218.04999999999995, 294.0899999999999]','[288.0999999999999, 323.01]','[221.0999999999999, 280.2299999999998]',0.0,1.0,56.38923076923078,51.00384615384616,0.02,315.07692307692315,393.8461538461538,0.0,0.0,0.045,0.0,0.0,1.0,58.10307692307693,51.93615384615384,0.02,315.07692307692315,354.46153846153845,0.0,0.0,0.044000000000000004,0.0,0.0,1.0,58.05076923076923,51.86615384615384,0.02,315.07692307692315,393.8461538461538,0.0,0.0,0.045,0.0,0.0,1.0,58.36615384615384,52.135384615384616,0.019230769230769225,315.07692307692315,354.46153846153845,0.0,0.0,0.045,0.0,0.0,1.0,57.69846153846153,51.87538461538462,0.02,275.6923076923077,354.46153846153845,0.0,0.0,0.045,0.0,0.0,1.0,58.26615384615384,51.57076923076922,0.01846153846153846,275.6923076923077,354.46153846153845,0.0,0.0,0.046,0.0,0.0,1.0,57.408461538461545,51.91384615384615,0.01846153846153846,275.6923076923077,354.46153846153845,0.0,0.0,0.043,0.0,0.0,1.0,57.79153846153846,50.893076923076926,0.02,244.18461538461548,354.46153846153845,0.0,0.0,0.045,0.0,0.0,1.0,57.67615384615385,51.85000000000001,0.01846153846153846,244.18461538461548,315.07692307692315,0.0,0.0,0.044000000000000004,0.0,1.0,1.0,50.30615384615384,70.91615384615385,0.009999999999999998,161.47692307692284,118.15384615384615,0.0,0.0,0.045,0.0,500
7,'[0.95, 0.99]','[18091.0, 23298.78]','[17227.649999999998, 22081.839999999997]','[16125.8, 20597.829999999994]','[15452.55, 19913.369999999988]','[14517.8, 18944.73999999999]','[13854.699999999997, 18337.06999999996]','[12872.65, 17488.17999999996]','[12275.0, 16692.73999999999]','[11244.75, 15732.08999999998]','[10517.9, 14968.639999999992]','[9516.999999999996, 14091.0]','[8980.8, 13419.679999999993]','[7947.449999999998, 12548.039999999979]','[7226.95, 11581.0]','[6216.149999999997, 10698.62999999997]','[5423.0, 9433.919999999998]','[4429.9, 8100.569999999991]','[3679.95, 6953.409999999987]','[2604.8499999999995, 5209.09999999998]','[848.0, 892.9599999999991]','[298.0, 336.0]','[203.0, 284.03999999999996]','[296.0, 332.04999999999995]','[225.0, 284.1299999999999]','[293.0, 323.01]','[209.0, 258.03999999999996]','[291.04999999999995, 330.03]','[198.04999999999995, 258.1099999999999]','[292.0, 333.04999999999995]','[202.0, 243.03999999999996]','[287.04999999999995, 322.03]','[212.04999999999995, 280.0799999999999]','[286.0, 314.06999999999994]','[193.04999999999995, 283.04999999999995]','[299.14999999999986, 345.03]','[222.04999999999995, 300.05999999999995]','[299.04999999999995, 323.01]','[231.04999999999995, 291.02]',0.0,1.0,56.28916666666666,51.0375,0.013333333333333334,319.0153846153847,389.9076923076922,0.0,0.0,0.045,0.0,0.0,1.0,57.790833333333346,51.25666666666667,0.014166666666666666,319.0153846153847,382.03076923076907,0.0,0.0,0.045,0.0,0.0,1.0,57.465,51.08083333333334,0.013333333333333334,311.13846153846146,374.1538461538461,0.0,0.0,0.046,0.0,0.0,1.0,57.69416666666667,50.05583333333333,0.0125,299.3230769230767,362.3384615384617,0.0,0.0,0.046,0.0,0.0,1.0,57.36416666666667,51.03083333333333,0.0125,291.44615384615383,350.52307692307687,0.0,0.0,0.045,0.0,0.0,1.0,57.705833333333324,51.16166666666667,0.010833333333333332,283.5692307692309,338.70769230769235,0.0,0.0,0.047,0.0,0.0,1.0,57.10416666666668,51.06333333333333,0.009999999999999998,271.7538461538461,330.8307692307695,0.0,0.0,0.047,0.0,0.0,1.0,57.41416666666667,51.58333333333334,0.010833333333333332,259.9384615384616,315.07692307692315,0.0,0.0,0.047,0.0,0.0,1.0,56.9425,49.87666666666666,0.009999999999999998,248.1230769230769,287.5076923076922,0.0,0.0,0.045,0.0,0.0,1.0,51.97916666666666,46.40583333333333,0.0,137.84615384615378,122.09230769230759,0.0,0.0,0.048,0.0,500
8,'[0.95, 0.99]','[78097.65, 82964.08]','[77062.79999999999, 81957.71]','[75982.65, 80663.44]','[75197.99999999999, 79683.75]','[74198.4, 78666.19]','[73605.55, 77742.89]','[72701.15, 76779.07]','[72089.25, 76029.74]','[71146.54999999999, 75199.89]','[70446.7, 74067.87000000001]','[69441.19999999998, 73057.06]','[68591.95, 72198.51]','[67635.25, 71182.4]','[66860.4, 70083.24]','[65895.55, 69055.01999999999]','[65097.399999999994, 67882.84000000001]','[64054.0, 66758.27]','[33285.4, 35697.350000000006]','[32313.699999999997, 34467.17]','[848.8499999999995, 1385.3400000000001]','[272.04999999999995, 312.03]','[199.04999999999995, 264.01]','[282.0, 322.02]','[207.04999999999995, 264.17999999999984]','[293.04999999999995, 339.01]','[212.0, 253.03999999999996]','[285.0, 312.0]','[226.0, 269.0]','[266.04999999999995, 306.03]','[208.14999999999986, 260.01]','[281.0, 327.03]','[202.04999999999995, 271.0999999999999]','[288.0, 322.0]','[221.04999999999995, 275.02]','[287.0, 325.01]','[30232.0, 30298.0]','[30268.0, 30298.04]','[228.04999999999995, 280.01]',0.0,1.0,57.25999999999999,53.7925,0.02,368.64,409.6,0.0,0.0,0.044000000000000004,0.0,0.0,1.0,59.2075,53.51250000000002,0.02,327.68,409.6,0.0,0.0,0.045,0.0,0.0,1.0,58.12000000000001,53.93583333333334,0.02,327.68,409.6,0.0,0.0,0.045,0.0,0.0,1.0,58.74833333333333,52.97833333333333,0.02,327.68,409.6,0.0,0.0,0.047,0.0,0.0,1.0,58.48916666666667,53.14000000000001,0.02,327.68,368.64,0.0,0.0,0.044000000000000004,0.0,0.0,1.0,58.87166666666667,53.21833333333333,0.02,327.68,368.64,0.0,0.0,0.046,0.0,0.0,1.0,58.43333333333334,53.39833333333333,0.02,286.72,327.68,0.0,0.0,0.046,0.0,0.0,1.0,58.58666666666666,53.98416666666666,0.019166666666666658,286.72,368.64,0.0,0.0,0.045,0.0,2.0,1.0,56.00916666666666,52.41833333333333,0.02,266.24,327.68,0.0,0.0,29.244,0.0,0.0,1.0,52.3575,49.43250000000001,0.009999999999999998,159.74399999999994,114.68799999999986,0.0,0.0,0.045,0.0,500
9,'[0.95, 0.99]','[45566.34999999989, 73049.77000000002]','[45060.74999999996, 72204.03000000003]','[43638.999999999985, 71195.20000000001]','[42813.449999999924, 70398.58000000002]','[41893.35, 69336.45000000003]','[41119.24999999997, 68385.50000000001]','[40122.54999999994, 67227.94000000003]','[39330.999999999985, 66859.77000000002]','[38462.19999999998, 65735.27000000005]','[37616.44999999998, 65186.64000000001]','[36428.149999999994, 64355.670000000006]','[28642.350000000002, 51696.700000000004]','[25579.24999999999, 44301.59000000002]','[11520.0, 16646.880000000005]','[10509.149999999994, 15663.840000000004]','[9729.399999999976, 14520.0]','[8591.549999999992, 13333.430000000002]','[7749.749999999975, 12325.060000000001]','[6426.899999999992, 10815.34]','[848.0, 1388.67]','[283.04999999999995, 312.03999999999996]','[207.04999999999995, 307.1099999999999]','[274.04999999999995, 309.0799999999999]','[206.0, 284.0]','[277.0, 326.04999999999995]','[201.0, 294.0999999999999]','[283.0, 325.01]','[224.0, 290.03]','[278.04999999999995, 315.04999999999995]','[204.04999999999995, 266.1999999999998]','[300.0, 339.01]','[212.0, 308.0799999999999]','[279.04999999999995, 302.0]','[203.0, 248.08999999999992]','[285.04999999999995, 318.0]','[213.04999999999995, 312.01]','[291.0, 324.0]','[210.0999999999999, 283.03]',0.0,1.0,56.4423076923077,51.34230769230769,0.02,354.46153846153845,393.8461538461538,0.0,0.0,0.044000000000000004,0.0,0.0,1.0,57.541538461538465,51.04384615384615,0.02,315.07692307692315,393.8461538461538,0.0,0.0,0.048,0.0,0.0,1.0,57.356923076923074,52.48307692307692,0.02,315.07692307692315,393.8461538461538,0.0,0.0,0.045,0.0,0.0,1.0,57.683076923076904,51.728461538461545,0.02,315.07692307692315,354.46153846153845,0.0,0.0,0.046,0.0,0.0,1.0,57.0523076923077,52.02615384615384,0.02,315.07692307692315,354.46153846153845,0.0,0.0,0.046,0.0,1.0,1.0,56.22846153846153,73.37153846153846,0.02,275.6923076923077,354.46153846153845,0.0,0.0,0.045,0.0,0.0,1.0,57.48307692307692,49.963076923076926,0.02,275.6923076923077,354.46153846153845,0.0,0.0,0.046,0.0,0.0,1.0,57.62153846153847,51.04538461538462,0.02,275.6923076923077,315.07692307692315,0.0,0.0,0.045,0.0,0.0,1.0,57.21076923076922,50.990769230769224,0.02,236.3076923076923,315.07692307692315,0.0,0.0,0.045,0.0,0.0,1.0,51.92,48.26,0.009999999999999998,157.53846153846158,118.15384615384615,0.0,0.0,0.047,0.0,500
10,'[0.95, 0.99]','[18502.5, 25136.850000000057]','[17701.75, 23658.850000000002]','[16571.75, 22219.4]','[15841.5, 20816.60000000002]','[14903.5, 19922.750000000004]','[14365.75, 19088.85]','[13414.75, 18240.400000000016]','[12625.0, 17468.750000000044]','[11618.0, 16375.700000000008]','[11093.25, 15215.20000000004]','[10060.5, 14282.950000000003]','[9317.0, 13888.450000000072]','[8239.5, 12605.950000000003]','[7476.75, 11404.300000000021]','[6449.5, 10355.45000000002]','[5632.5, 8985.10000000001]','[4616.25, 7869.800000000003]','[3723.5, 6835.200000000004]','[2655.5, 5104.85]','[848.0, 913.350000000004]','[286.0, 325.03]','[215.0, 255.01]','[278.0, 317.01]','[210.0, 268.15999999999985]','[275.04999999999995, 307.0]','[199.04999999999995, 243.01999999999998]','[282.04999999999995, 322.01]','[214.04999999999995, 257.03]','[282.04999999999995, 312.1199999999999]','[184.0999999999999, 238.0]','[288.04999999999995, 323.0]','[190.04999999999995, 250.12999999999988]','[283.0, 319.02]','[214.04999999999995, 273.1899999999998]','[288.04999999999995, 319.05999999999995]','[208.04999999999995, 281.01]','[281.0, 310.01]','[204.0, 236.04999999999995]',0.0,1.0,56.6975,51.14083333333334,0.013333333333333334,322.95384615384626,389.9076923076922,0.0,0.0,0.046,0.0,0.0,1.0,57.87916666666667,51.42166666666667,0.014166666666666666,322.95384615384603,382.03076923076935,0.0,0.0,0.047,0.0,0.0,1.0,57.52250000000001,50.8625,0.014166666666666666,311.13846153846146,374.1538461538461,0.0,0.0,0.045,0.0,0.0,1.0,57.895,51.32083333333333,0.014166666666666666,303.26153846153863,362.3384615384614,0.0,0.0,0.048,0.0,0.0,1.0,57.63833333333334,50.96333333333333,0.014166666666666666,291.44615384615383,350.52307692307687,0.0,0.0,0.046,0.0,0.0,1.0,58.23833333333334,51.8375,0.014166666666666666,283.5692307692309,342.64615384615365,0.0,0.0,0.045,0.0,0.0,1.0,57.34666666666667,50.30833333333334,0.013333333333333334,271.7538461538464,330.8307692307692,0.0,0.0,0.047,0.0,0.0,1.0,57.8,50.96833333333334,0.013333333333333334,263.87692307692294,322.95384615384603,0.0,0.0,0.045,0.0,0.0,1.0,57.61083333333334,50.589166666666664,0.013333333333333334,252.0615384615387,315.07692307692315,0.0,0.0,0.045,0.0,0.0,1.0,52.06416666666666,47.83333333333334,0.009999999999999998,161.47692307692301,118.15384615384615,0.0,0.0,0.047,0.0,500
